Age,Department,DistanceFromHome,EducationField,Education,Gender,MaritalStatus,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,JobRole,AnnualIncome,StockOptionLevel,TrainingTimesLastYear,JobInvolvement,JobLevel,OverTime,PercentSalaryHike,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition
29,Research & Development,7,Life Sciences,3,Male,Divorced,1,6,6,0,1,0,Travel_Rarely,Healthcare Representative,238428,2,2,3,2,Yes,11,3,3,4,3,No
48,Research & Development,1,Life Sciences,3,Male,Single,6,25,1,0,0,0,Travel_Rarely,Research Director,657540,0,3,2,5,No,12,3,4,4,4,No
29,Research & Development,1,Life Sciences,3,Female,Divorced,3,9,7,7,1,7,Travel_Rarely,Research Director,580464,2,2,2,4,No,14,3,4,4,2,No
34,Research & Development,20,Technical Degree,3,Female,Married,0,2,1,0,0,0,Travel_Rarely,Research Scientist,93060,0,5,4,1,No,17,3,3,3,2,No
44,Sales,5,Marketing,3,Male,Married,7,26,22,9,3,10,Travel_Rarely,Manager,655668,1,5,3,5,No,11,3,2,2,3,No
33,Sales,10,Marketing,5,Male,Divorced,0,10,9,8,0,8,Travel_Rarely,Sales Executive,301680,2,3,4,3,Yes,14,3,4,3,3,No
19,Research & Development,25,Life Sciences,3,Female,Single,1,1,1,0,0,1,Travel_Rarely,Research Scientist,107784,0,2,4,1,Yes,12,3,2,4,3,No
23,Research & Development,1,Life Sciences,2,Male,Married,1,1,1,0,0,1,Travel_Rarely,Research Scientist,44028,1,2,3,1,No,22,4,4,3,3,No
25,Sales,24,Life Sciences,1,Male,Single,1,1,1,0,1,0,Travel_Frequently,Sales Representative,40248,0,4,1,1,Yes,14,3,3,4,3,Yes
26,Research & Development,4,Life Sciences,2,Male,Single,1,8,8,5,2,2,Travel_Rarely,Research Scientist,103500,0,2,3,1,Yes,20,4,3,4,2,No
45,Sales,2,Marketing,3,Female,Single,2,26,24,10,1,11,Travel_Rarely,Manager,677664,0,2,1,5,Yes,16,3,1,2,3,Yes
55,Research & Development,8,Medical,1,Male,Divorced,1,34,33,9,15,0,Non-Travel,Healthcare Representative,488772,1,3,2,4,Yes,15,3,4,2,3,No
21,Research & Development,10,Life Sciences,2,Female,Single,1,2,2,2,2,2,Travel_Frequently,Laboratory Technician,94500,0,2,2,1,No,20,4,1,3,1,Yes
46,Sales,4,Marketing,2,Female,Married,2,26,11,4,0,8,Travel_Rarely,Manager,676404,1,2,2,5,No,14,3,4,2,3,No
34,Sales,2,Marketing,3,Female,Single,0,4,3,2,0,2,Travel_Rarely,Sales Executive,163368,0,3,3,2,Yes,12,3,3,1,3,No
51,Sales,9,Life Sciences,3,Male,Divorced,4,31,29,10,11,10,Travel_Frequently,Manager,714492,1,5,3,5,Yes,24,4,4,2,2,No
59,Research & Development,18,Medical,4,Male,Single,6,25,9,7,5,4,Travel_Rarely,Manufacturing Director,378432,0,6,3,3,No,12,3,4,4,2,No
34,Research & Development,19,Medical,3,Female,Divorced,4,15,11,8,5,10,Travel_Frequently,Laboratory Technician,159984,2,2,3,2,No,13,3,3,2,4,No
28,Research & Development,1,Medical,4,Male,Single,0,5,4,2,0,2,Travel_Frequently,Laboratory Technician,77544,0,2,3,1,Yes,11,3,4,3,2,No
44,Research & Development,4,Life Sciences,2,Male,Divorced,1,26,25,9,14,13,Travel_Rarely,Manager,690840,2,4,4,5,No,14,3,3,1,2,No
34,Human Resources,11,Life Sciences,3,Male,Married,4,14,10,9,1,8,Travel_Frequently,Human Resources,161640,2,5,2,2,No,11,3,3,2,4,No
35,Research & Development,6,Life Sciences,1,Male,Married,0,4,3,2,2,2,Travel_Rarely,Research Scientist,126216,0,3,3,1,Yes,14,3,3,3,3,No
42,Research & Development,7,Medical,4,Female,Married,6,18,1,0,0,0,Travel_Rarely,Research Scientist,85392,0,2,4,2,Yes,16,3,2,2,3,No
43,Sales,4,Marketing,4,Female,Single,3,23,21,7,15,17,Travel_Rarely,Sales Executive,368316,0,3,2,3,No,14,3,4,4,4,No
36,Research & Development,2,Life Sciences,4,Female,Single,9,18,16,14,5,12,Travel_Rarely,Manufacturing Director,194760,0,2,3,2,Yes,11,3,3,2,3,No
44,Research & Development,15,Medical,3,Female,Married,1,10,10,7,0,5,Travel_Rarely,Healthcare Representative,287208,1,2,3,3,No,11,3,1,4,3,Yes
28,Research & Development,2,Life Sciences,3,Male,Married,1,2,2,2,2,2,Travel_Frequently,Laboratory Technician,139212,1,2,2,1,Yes,12,3,4,4,3,No
51,Research & Development,6,Medical,2,Female,Single,0,8,7,0,7,7,Travel_Frequently,Laboratory Technician,102168,0,6,2,1,No,14,3,2,3,2,No
30,Research & Development,9,Medical,2,Female,Single,7,10,8,4,1,7,Non-Travel,Manufacturing Director,169020,0,3,3,2,Yes,18,3,3,3,3,No
29,Research & Development,7,Technical Degree,3,Female,Divorced,3,10,7,7,7,7,Travel_Rarely,Laboratory Technician,120204,2,2,3,1,Yes,13,3,2,3,3,Yes
28,Research & Development,1,Technical Degree,3,Male,Single,2,5,3,2,1,2,Travel_Rarely,Research Scientist,74880,0,2,3,1,No,11,3,4,1,2,No
25,Research & Development,1,Medical,3,Female,Single,1,2,2,2,2,1,Travel_Rarely,Research Scientist,75456,0,3,3,1,No,18,3,4,2,2,No
32,Sales,8,Medical,3,Male,Married,1,10,10,7,0,8,Travel_Rarely,Sales Executive,223524,2,4,4,2,No,15,3,3,4,4,No
45,Research & Development,25,Medical,3,Female,Single,3,22,0,0,0,0,Travel_Frequently,Manager,650196,0,4,3,5,No,22,4,2,2,3,No
39,Research & Development,13,Medical,4,Female,Divorced,6,21,19,9,15,2,Travel_Rarely,Manager,616428,2,4,2,4,Yes,13,3,3,2,3,No
58,Research & Development,23,Life Sciences,4,Male,Divorced,1,2,2,2,2,2,Travel_Rarely,Research Scientist,85392,2,3,3,1,No,12,3,1,3,3,No
32,Research & Development,7,Life Sciences,2,Male,Married,1,10,10,4,1,1,Travel_Rarely,Laboratory Technician,175788,1,3,3,2,No,18,3,4,3,3,Yes
39,Research & Development,23,Medical,3,Male,Single,0,6,5,2,0,3,Travel_Rarely,Research Scientist,140544,0,2,3,1,No,13,3,3,1,3,Yes
30,Research & Development,6,Technical Degree,3,Female,Married,0,10,9,2,6,7,Travel_Rarely,Laboratory Technician,166572,1,6,2,2,No,12,3,1,4,3,No
36,Research & Development,10,Technical Degree,4,Female,Married,3,10,7,7,1,7,Travel_Rarely,Healthcare Representative,255384,0,0,3,3,No,12,3,4,3,3,No
46,Human Resources,1,Life Sciences,2,Female,Single,6,10,7,6,5,7,Travel_Rarely,Human Resources,123228,0,3,3,1,No,12,3,4,1,4,No
28,Research & Development,1,Life Sciences,3,Female,Married,0,10,9,8,7,5,Non-Travel,Laboratory Technician,240264,3,6,1,2,No,11,3,3,4,3,No
50,Research & Development,28,Life Sciences,3,Female,Married,4,25,3,2,1,2,Travel_Rarely,Research Director,607680,0,2,3,4,Yes,11,3,4,1,3,No
40,Sales,25,Marketing,4,Male,Single,2,9,5,4,1,0,Travel_Rarely,Sales Executive,327384,0,2,2,3,Yes,12,3,4,2,3,Yes
52,Sales,5,Life Sciences,3,Male,Single,9,10,8,7,7,7,Travel_Rarely,Sales Executive,304056,0,2,3,3,Yes,19,3,2,2,2,Yes
30,Research & Development,17,Medical,4,Female,Married,1,9,9,1,0,8,Travel_Rarely,Manager,428976,2,2,3,3,Yes,23,4,2,1,3,No
39,Research & Development,18,Life Sciences,2,Male,Single,0,9,8,7,1,7,Travel_Rarely,Manufacturing Director,163224,0,6,3,2,No,11,3,1,3,3,No
31,Sales,2,Life Sciences,4,Female,Divorced,1,10,10,8,9,6,Non-Travel,Sales Executive,354672,1,5,3,3,Yes,19,3,4,3,2,No
41,Sales,10,Medical,2,Male,Single,1,19,19,2,11,9,Non-Travel,Sales Executive,221436,0,4,1,2,No,13,3,3,2,3,No
31,Sales,1,Life Sciences,3,Female,Single,1,3,3,2,2,2,Travel_Frequently,Sales Representative,82872,0,2,3,1,Yes,11,3,4,2,4,Yes
44,Research & Development,3,Life Sciences,3,Male,Married,4,10,3,2,1,2,Travel_Rarely,Laboratory Technician,85032,0,4,3,1,No,12,3,1,1,4,Yes
42,Research & Development,2,Life Sciences,1,Male,Married,0,21,20,8,2,10,Non-Travel,Manager,642996,0,3,3,4,Yes,13,3,3,3,2,No
55,Research & Development,2,Medical,2,Female,Married,4,23,19,9,9,11,Travel_Rarely,Manager,690732,1,5,1,5,No,14,3,4,3,3,No
56,Human Resources,8,Life Sciences,4,Male,Single,6,36,7,3,7,7,Travel_Rarely,Manager,709812,0,4,3,5,No,14,3,4,2,3,No
40,Research & Development,16,Life Sciences,2,Male,Divorced,9,6,4,2,0,0,Non-Travel,Research Scientist,127584,1,0,3,1,No,16,3,3,3,3,No
34,Research & Development,9,Life Sciences,3,Male,Divorced,0,10,9,7,1,6,Travel_Rarely,Healthcare Representative,306000,1,0,3,3,No,11,3,4,4,2,No
40,Research & Development,2,Life Sciences,3,Male,Single,1,9,9,8,8,8,Travel_Rarely,Research Scientist,167796,0,4,3,2,No,13,3,3,4,3,No
41,Sales,1,Marketing,3,Female,Divorced,0,10,9,3,1,7,Travel_Frequently,Sales Executive,147708,1,2,3,2,No,17,3,3,1,3,No
35,Research & Development,4,Life Sciences,4,Male,Single,1,9,9,6,1,1,Travel_Frequently,Research Scientist,152964,0,3,3,2,Yes,11,3,3,3,3,No
51,Human Resources,5,Life Sciences,3,Male,Divorced,1,33,33,9,0,10,Travel_Rarely,Manager,504936,1,2,3,4,Yes,11,3,3,2,3,No
38,Sales,2,Life Sciences,2,Female,Divorced,3,11,7,7,1,7,Travel_Rarely,Sales Executive,248148,1,3,3,2,No,15,3,2,1,3,No
34,Sales,15,Medical,2,Female,Single,1,10,10,8,9,6,Travel_Rarely,Sales Executive,220500,0,6,3,2,No,12,3,3,1,4,No
25,Research & Development,19,Medical,1,Male,Married,3,7,3,2,1,2,Travel_Rarely,Laboratory Technician,132084,3,6,3,1,No,11,3,4,4,2,No
58,Research & Development,7,Medical,4,Female,Married,7,31,10,9,5,9,Travel_Rarely,Manufacturing Director,360288,0,0,2,3,Yes,14,3,3,1,2,Yes
40,Research & Development,1,Life Sciences,4,Male,Married,3,7,4,2,0,3,Travel_Rarely,Laboratory Technician,85932,1,3,3,1,No,22,4,2,2,3,No
36,Sales,7,Marketing,3,Female,Married,2,17,15,7,6,13,Travel_Frequently,Sales Executive,167004,1,2,4,2,No,16,3,1,1,2,No
48,Research & Development,4,Life Sciences,3,Male,Single,1,11,10,9,0,8,Travel_Rarely,Manufacturing Director,284328,0,2,3,3,No,11,3,4,4,3,No
27,Sales,11,Medical,3,Female,Married,8,5,1,0,0,0,Travel_Rarely,Sales Representative,91224,1,4,4,1,No,14,3,3,4,3,No
51,Research & Development,11,Technical Degree,2,Female,Single,3,29,5,2,0,3,Travel_Rarely,Manufacturing Director,473112,0,1,2,4,No,16,3,4,2,2,No
18,Research & Development,1,Life Sciences,3,Female,Single,1,0,0,0,0,0,Non-Travel,Laboratory Technician,57996,0,5,3,1,No,15,3,4,4,4,No
35,Research & Development,1,Medical,3,Female,Married,0,10,9,7,0,0,Travel_Rarely,Laboratory Technician,193068,1,0,2,2,No,12,3,4,4,3,No
27,Sales,2,Life Sciences,1,Male,Single,3,8,6,2,0,0,Travel_Frequently,Sales Executive,182556,0,3,1,2,No,20,4,4,4,3,No
55,Sales,13,Marketing,4,Male,Single,6,24,19,7,3,8,Travel_Rarely,Sales Executive,493020,0,2,4,4,Yes,17,3,1,3,2,Yes
56,Research & Development,23,Life Sciences,3,Male,Married,4,33,19,16,15,9,Travel_Rarely,Manufacturing Director,482472,1,0,3,4,Yes,12,3,4,2,3,No
34,Research & Development,26,Technical Degree,1,Female,Divorced,1,5,5,4,0,0,Non-Travel,Research Scientist,73044,3,2,2,1,No,20,4,1,3,3,No
40,Research & Development,2,Medical,1,Female,Divorced,5,15,12,11,11,8,Travel_Rarely,Healthcare Representative,229572,3,0,4,2,No,20,4,2,3,3,No
34,Research & Development,29,Medical,3,Male,Married,4,10,8,7,7,7,Travel_Rarely,Laboratory Technician,195444,2,1,3,2,No,13,3,2,3,3,No
31,Sales,2,Life Sciences,3,Female,Single,7,3,1,0,0,0,Travel_Frequently,Sales Representative,100260,0,3,2,1,No,14,3,3,4,4,Yes
35,Sales,18,Marketing,4,Female,Married,0,5,4,2,3,2,Travel_Frequently,Sales Executive,166104,1,0,3,2,Yes,18,3,4,3,2,Yes
38,Research & Development,7,Life Sciences,3,Male,Divorced,1,4,4,2,0,3,Travel_Frequently,Research Scientist,93960,3,2,4,1,No,11,3,4,3,3,No
34,Research & Development,2,Technical Degree,4,Female,Single,1,14,14,11,4,11,Travel_Rarely,Healthcare Representative,240732,0,2,3,2,No,11,3,3,4,4,No
28,Sales,26,Life Sciences,3,Male,Married,1,5,5,3,0,4,Travel_Rarely,Sales Executive,170064,1,0,2,2,No,11,3,3,1,3,No
31,Research & Development,22,Medical,4,Male,Married,1,10,10,2,6,7,Travel_Rarely,Manufacturing Director,222444,2,3,3,2,Yes,15,3,4,3,2,Yes
39,Sales,21,Life Sciences,4,Male,Married,3,8,5,4,1,4,Travel_Rarely,Sales Executive,220320,2,2,2,2,Yes,12,3,1,4,4,No
51,Sales,2,Marketing,3,Male,Married,2,14,4,2,3,2,Travel_Frequently,Sales Executive,381456,0,5,3,3,No,11,3,2,2,3,No
41,Research & Development,22,Life Sciences,3,Female,Divorced,3,12,6,2,3,3,Travel_Frequently,Research Scientist,196812,2,4,3,2,Yes,14,3,4,4,2,No
37,Research & Development,4,Life Sciences,1,Male,Married,7,8,6,4,1,3,Travel_Rarely,Research Scientist,107856,0,2,3,1,Yes,15,3,3,3,3,No
33,Sales,5,Life Sciences,1,Male,Married,6,8,5,4,1,2,Travel_Frequently,Sales Executive,359928,0,2,3,2,No,13,3,2,4,4,No
32,Sales,2,Marketing,1,Male,Married,0,4,3,2,1,2,Travel_Rarely,Sales Executive,146808,3,3,3,2,Yes,13,3,3,2,2,No
39,Research & Development,25,Life Sciences,2,Male,Married,3,13,6,4,0,5,Non-Travel,Healthcare Representative,393120,1,2,3,3,No,21,4,3,3,3,No
25,Sales,18,Life Sciences,1,Male,Married,2,6,3,2,1,2,Travel_Rarely,Sales Executive,224352,0,3,4,2,No,11,3,1,3,2,No
52,Research & Development,28,Medical,2,Female,Married,2,24,5,3,0,2,Travel_Frequently,Manufacturing Director,476892,1,3,4,4,Yes,11,3,4,3,2,No
43,Research & Development,6,Medical,3,Female,Single,1,20,20,7,1,8,Travel_Rarely,Research Scientist,146916,0,3,2,2,Yes,14,3,1,3,1,No
27,Sales,10,Marketing,3,Female,Married,1,6,6,2,4,4,Travel_Rarely,Sales Executive,207684,0,3,2,2,Yes,11,3,4,4,3,No
27,Research & Development,17,Life Sciences,4,Female,Single,1,8,8,2,7,7,Travel_Rarely,Research Scientist,86184,0,2,3,1,Yes,13,3,4,3,3,Yes
26,Research & Development,2,Medical,1,Male,Single,0,5,4,3,1,1,Travel_Rarely,Research Scientist,140544,0,2,2,1,No,12,3,1,4,3,No
42,Human Resources,10,Human Resources,3,Female,Married,0,21,20,7,0,9,Travel_Rarely,Manager,604764,1,5,3,4,No,14,3,3,1,3,No
52,Research & Development,8,Other,4,Female,Married,9,12,5,4,0,4,Travel_Rarely,Laboratory Technician,106200,0,2,3,1,No,13,3,3,1,1,No
37,Research & Development,11,Medical,3,Female,Single,4,8,3,2,0,2,Travel_Rarely,Laboratory Technician,130644,0,6,3,1,No,18,3,1,3,3,No
35,Research & Development,18,Life Sciences,2,Male,Single,2,10,2,2,2,2,Travel_Frequently,Manufacturing Director,337032,0,2,3,3,No,11,3,3,4,3,No
25,Research & Development,1,Technical Degree,3,Male,Married,4,7,3,2,0,2,Travel_Rarely,Laboratory Technician,116244,1,2,3,1,No,11,3,1,4,2,No
26,Research & Development,7,Other,3,Male,Single,0,8,7,7,0,7,Travel_Rarely,Laboratory Technician,128808,0,2,4,1,No,12,3,3,1,3,No
29,Human Resources,17,Other,3,Male,Single,1,10,10,9,0,9,Travel_Rarely,Human Resources,287568,0,3,2,3,No,13,3,2,1,2,No
49,Research & Development,28,Life Sciences,2,Male,Single,3,20,4,3,1,3,Travel_Frequently,Laboratory Technician,154224,0,2,2,2,No,20,4,1,1,3,Yes
29,Research & Development,14,Other,1,Female,Single,0,9,8,7,7,7,Travel_Frequently,Healthcare Representative,271908,0,1,3,3,Yes,12,3,3,4,3,Yes
54,Research & Development,1,Medical,3,Female,Single,6,29,20,7,12,7,Travel_Rarely,Research Director,623808,0,3,3,4,No,19,3,4,4,2,No
58,Research & Development,1,Medical,3,Female,Married,3,32,9,8,1,5,Travel_Rarely,Research Director,709236,1,3,3,5,Yes,21,4,4,1,3,No
55,Research & Development,1,Medical,4,Male,Divorced,2,31,7,7,0,0,Travel_Rarely,Research Director,530352,2,4,4,4,No,13,3,2,4,4,No
36,Sales,3,Marketing,4,Female,Single,3,15,5,4,0,1,Travel_Rarely,Sales Executive,334008,0,3,3,2,Yes,16,3,1,2,3,No
31,Sales,1,Life Sciences,4,Female,Single,1,1,1,0,0,0,Travel_Frequently,Sales Representative,48924,0,3,1,1,No,12,3,2,3,3,Yes
30,Sales,7,Marketing,4,Female,Divorced,7,8,3,2,0,2,Travel_Rarely,Sales Executive,172044,2,3,3,2,No,14,3,4,1,3,No
31,Research & Development,8,Life Sciences,5,Female,Single,3,9,3,2,1,0,Travel_Rarely,Research Director,591192,0,3,3,4,No,11,3,1,2,4,No
34,Research & Development,1,Other,4,Male,Divorced,5,10,4,3,1,3,Travel_Frequently,Research Scientist,107856,2,2,3,1,No,14,3,4,1,3,No
31,Research & Development,8,Life Sciences,3,Female,Single,1,1,1,0,0,0,Travel_Rarely,Research Scientist,45396,0,3,2,1,No,12,3,1,2,4,Yes
27,Research & Development,11,Life Sciences,1,Male,Married,0,6,5,0,1,4,Travel_Rarely,Laboratory Technician,75564,0,3,3,1,No,14,3,2,1,4,No
36,Research & Development,4,Life Sciences,4,Male,Single,1,10,10,4,1,8,Travel_Rarely,Laboratory Technician,209160,0,2,2,2,No,16,3,1,4,2,No
36,Sales,16,Marketing,4,Female,Married,4,11,3,2,0,2,Travel_Rarely,Sales Executive,203292,2,3,2,2,No,13,3,3,1,2,No
47,Research & Development,1,Technical Degree,3,Male,Married,7,17,6,5,1,2,Travel_Rarely,Research Scientist,123120,1,2,3,1,No,12,3,1,4,2,No
25,Sales,9,Life Sciences,2,Male,Married,3,6,3,2,2,2,Travel_Rarely,Sales Representative,158400,0,2,2,1,No,12,3,1,1,3,Yes
37,Research & Development,5,Technical Degree,2,Male,Single,0,7,6,5,1,3,Non-Travel,Laboratory Technician,126000,0,2,4,1,No,14,3,3,3,1,No
56,Research & Development,1,Life Sciences,2,Female,Married,2,5,3,2,1,0,Travel_Rarely,Research Scientist,74376,1,3,3,1,No,22,4,1,1,4,No
47,Research & Development,2,Medical,4,Female,Married,3,26,20,17,5,6,Travel_Rarely,Research Director,618084,2,2,3,4,No,19,3,1,3,4,No
24,Sales,4,Medical,1,Female,Married,1,5,5,4,0,3,Travel_Rarely,Sales Executive,149832,2,3,3,2,Yes,12,3,4,3,3,No
32,Sales,7,Marketing,5,Male,Married,4,7,4,3,0,3,Travel_Rarely,Sales Executive,331344,1,3,3,2,No,12,3,4,4,2,No
34,Research & Development,1,Life Sciences,3,Female,Married,5,7,5,4,0,2,Travel_Rarely,Laboratory Technician,118584,1,2,2,1,No,17,3,4,2,2,No
41,Research & Development,5,Medical,5,Male,Married,2,7,4,2,0,3,Travel_Rarely,Research Scientist,76572,0,5,4,1,Yes,12,3,2,3,2,No
40,Research & Development,9,Other,4,Male,Divorced,3,11,8,7,0,7,Non-Travel,Laboratory Technician,143100,2,2,3,2,No,11,3,3,3,4,No
31,Sales,8,Life Sciences,2,Male,Divorced,1,13,13,7,9,9,Travel_Rarely,Sales Executive,388548,1,5,3,3,No,18,3,1,4,3,No
46,Sales,9,Marketing,3,Male,Divorced,4,28,7,7,4,3,Travel_Rarely,Sales Executive,363456,1,1,3,3,No,11,3,1,4,4,Yes
39,Research & Development,2,Life Sciences,3,Female,Single,2,11,1,0,0,0,Non-Travel,Laboratory Technician,131256,0,2,2,1,Yes,23,4,1,1,4,Yes
31,Research & Development,1,Life Sciences,5,Female,Single,1,10,10,8,4,7,Travel_Frequently,Manufacturing Director,268056,0,2,4,3,No,11,3,3,2,3,Yes
45,Research & Development,20,Medical,3,Male,Divorced,2,24,7,7,0,7,Travel_Rarely,Healthcare Representative,390636,1,2,1,3,Yes,18,3,2,1,3,No
31,Human Resources,8,Medical,2,Female,Single,9,8,3,2,0,2,Travel_Rarely,Human Resources,75924,0,3,4,1,No,18,3,4,2,3,No
31,Research & Development,2,Life Sciences,3,Male,Married,6,7,2,2,2,2,Travel_Frequently,Laboratory Technician,133992,1,2,3,1,Yes,13,3,2,4,1,Yes
45,Research & Development,29,Technical Degree,3,Male,Married,4,10,3,1,1,2,Travel_Rarely,Manufacturing Director,337680,2,4,3,3,Yes,18,3,2,4,4,No
48,Sales,7,Marketing,3,Male,Divorced,4,15,2,2,2,2,Travel_Rarely,Sales Executive,197496,3,3,3,2,No,11,3,3,1,3,No
34,Human Resources,9,Technical Degree,4,Female,Married,1,2,2,2,2,2,Travel_Rarely,Human Resources,98712,0,0,3,1,No,15,3,1,3,3,Yes
40,Research & Development,8,Medical,1,Male,Divorced,2,16,9,8,4,8,Non-Travel,Research Director,495252,1,5,2,3,No,11,3,4,2,3,No
28,Sales,5,Medical,3,Male,Single,0,6,5,4,1,3,Travel_Rarely,Sales Executive,304668,0,4,3,2,No,18,3,4,1,3,No
44,Research & Development,5,Life Sciences,3,Male,Single,3,7,5,2,0,3,Non-Travel,Laboratory Technician,113832,0,5,2,1,No,14,3,3,3,3,No
53,Research & Development,2,Medical,3,Male,Single,4,35,9,8,8,8,Travel_Rarely,Research Director,597528,0,2,4,4,No,12,3,4,2,2,No
49,Research & Development,5,Technical Degree,4,Male,Married,2,20,3,2,1,2,Travel_Rarely,Healthcare Representative,239436,1,0,3,2,No,14,3,1,3,2,No
40,Research & Development,2,Medical,3,Male,Divorced,2,8,3,1,1,2,Travel_Rarely,Research Scientist,84420,1,3,3,1,No,14,3,3,3,4,No
44,Research & Development,20,Life Sciences,3,Male,Single,1,6,5,2,1,3,Travel_Rarely,Research Scientist,123120,0,3,3,1,No,13,3,4,2,2,No
33,Sales,7,Medical,3,Male,Married,0,5,4,3,0,3,Travel_Frequently,Sales Executive,157428,2,2,3,2,No,14,3,4,1,3,No
34,Sales,3,Other,3,Male,Single,3,15,13,9,3,12,Travel_Rarely,Sales Executive,171324,0,2,1,2,No,18,3,4,1,3,No
30,Sales,16,Life Sciences,1,Male,Married,8,4,2,1,2,2,Travel_Rarely,Sales Executive,190836,2,2,3,2,No,15,3,4,3,2,No
42,Research & Development,9,Medical,2,Female,Single,1,12,12,9,5,8,Travel_Frequently,Laboratory Technician,132228,0,3,3,1,No,13,3,1,4,3,No
44,Sales,1,Marketing,5,Female,Married,7,11,1,0,0,0,Travel_Frequently,Sales Executive,171648,1,4,3,2,No,12,3,1,3,2,No
30,Research & Development,7,Technical Degree,3,Male,Divorced,1,1,1,0,0,0,Non-Travel,Research Scientist,45864,2,2,3,1,No,13,3,3,3,2,No
57,Research & Development,1,Life Sciences,2,Male,Married,0,13,12,9,2,8,Travel_Rarely,Research Scientist,176400,1,2,4,2,No,24,4,2,3,2,No
49,Research & Development,7,Life Sciences,4,Male,Divorced,3,29,8,7,0,7,Travel_Rarely,Healthcare Representative,376776,2,3,3,3,No,14,3,3,2,3,No
34,Research & Development,15,Medical,3,Male,Divorced,7,16,14,8,6,9,Travel_Frequently,Research Director,612252,2,3,3,4,No,14,3,2,1,2,No
28,Sales,1,Technical Degree,3,Male,Married,3,5,3,2,1,2,Travel_Frequently,Sales Representative,104724,1,3,3,1,No,15,3,1,3,4,Yes
29,Sales,13,Technical Degree,3,Female,Single,5,7,5,3,0,0,Travel_Frequently,Sales Executive,207540,0,4,3,2,No,11,3,1,2,1,Yes
34,Sales,24,Medical,4,Female,Single,0,16,15,9,10,10,Travel_Rarely,Sales Executive,165564,0,2,2,2,Yes,23,4,1,2,4,Yes
35,Sales,7,Life Sciences,1,Male,Married,1,1,1,0,0,0,Travel_Rarely,Sales Representative,86544,1,3,3,1,No,13,3,4,3,3,No
24,Research & Development,9,Medical,3,Male,Single,2,4,0,0,0,0,Travel_Frequently,Laboratory Technician,114192,0,2,3,1,Yes,11,3,2,1,2,Yes
24,Sales,13,Life Sciences,2,Female,Married,1,1,1,0,0,0,Non-Travel,Sales Representative,73188,1,2,3,1,No,13,3,4,2,3,No
44,Research & Development,2,Medical,1,Male,Single,5,16,2,2,2,2,Travel_Frequently,Manufacturing Director,367524,0,2,3,3,Yes,18,3,2,3,2,No
29,Sales,19,Life Sciences,3,Male,Divorced,1,10,10,7,0,4,Travel_Rarely,Sales Executive,310320,2,3,2,2,No,14,3,3,3,3,No
30,Human Resources,1,Life Sciences,3,Male,Divorced,0,6,5,3,1,3,Travel_Rarely,Human Resources,74304,1,3,3,1,No,21,4,3,3,4,No
55,Research & Development,4,Life Sciences,4,Male,Married,0,4,3,2,1,2,Travel_Rarely,Healthcare Representative,145260,0,2,3,2,Yes,16,3,4,3,3,No
33,Research & Development,4,Medical,4,Female,Married,8,8,5,4,0,2,Travel_Rarely,Laboratory Technician,138168,0,5,2,1,No,11,3,1,2,3,No
47,Sales,14,Medical,3,Female,Married,3,11,5,4,1,2,Travel_Rarely,Sales Executive,165276,1,4,3,2,Yes,17,3,3,3,2,No
28,Research & Development,2,Medical,2,Male,Single,7,8,0,0,0,0,Travel_Frequently,Laboratory Technician,92196,0,2,2,1,No,11,3,3,1,2,Yes
28,Research & Development,1,Life Sciences,3,Male,Divorced,1,1,1,0,0,0,Travel_Rarely,Research Scientist,56268,1,2,2,1,No,14,3,1,3,1,No
28,Sales,7,Life Sciences,3,Male,Single,0,5,4,2,1,3,Travel_Frequently,Sales Executive,176328,0,5,3,2,No,14,3,3,1,3,No
49,Research & Development,3,Medical,2,Female,Married,4,10,3,2,1,2,Travel_Rarely,Laboratory Technician,172404,1,3,2,2,No,25,4,3,1,3,No
29,Research & Development,2,Life Sciences,1,Female,Married,0,4,3,2,0,2,Travel_Frequently,Laboratory Technician,114480,3,3,3,1,No,13,3,4,2,3,No
28,Research & Development,29,Life Sciences,1,Male,Married,1,8,8,6,1,7,Travel_Rarely,Manufacturing Director,235764,2,2,1,2,No,14,3,3,2,2,No
